2.75
4.75
6.375
7.375
8.375
9.375
10
9.625
9
8.625
8
8
8
8
8
8
7.875
7
7
7
6.625
6
5.625
5.375
6.75
8.75
10.375
11
11.375
12
12
12
11.625
10.625
9.625
8.625
7.625
6.625
5.625
5
5
5
5
5
4.625
4.375
5.375
6
6.75
8
8.75
10.375
11
11
11.375
11.625
10.625
9.625
9
9
9
9
9
8.625
8
7.625
6.625
5.625
5.375
5.625
5
5.375
6
6
6.375
7.375
7.625
7
7
6.625
6
5.25
3.625
2.625
1.625
0.625
0
-0.375
-1
-1
-1
-1.375
-2
-2
-2
-2
-2
-1.625
-0.625
0.375
1
1
1
1
0.625
0
0
0
0
0
0
0
0
-0.375
-0.625
-0.375
-1
-1
-1
-0.625
0
0.75
2.375
3
3.375
4
4
4
3.625
3
2.625
1.625
1
0.625
0
-0.375
-1
-1.375
-1.625
-1.375
-2
-2
-2
-2
-1.25
0.375
1.375
2.375
3
3.375
4
3.625
3
2.625
2
1.625
1
1
1
0.625
0
0
0
0
0
0
0
0
0.375
1.375
2
2.75
4.375
5
5
5
5
4.625
4
3.625
3
3
2.625
2
2
2
1.625
1
1.375
1.625
1
1.75
3.75
5.75
7.375
8
8.375
9.375
10
9.625
8.625
7.625
6.625
6
5.625
5
5
4.625
4.375
5.375
6
6
6
6
6
6
6
6
6
6.375
7
7
7
7
7
7
6.625
6
6
6
5.625
5
4.625
4
4
4
4
3.625
2.625
2
2
2
2
2
1.625
1.375
2
1.625
1.375
2
2
2
1.625
1
1
1
0.625
0
0
-0.375
-1
-1
-1
-1
-1
-0.625
0.375
1.375
2.375
3.375
3.625
3
3
3
2.625
2
2
2
2.375
2.625
1.625
0.625
-0.375
-1.375
-2.375
-3.375
-4
-4
-3.625
-2.625
-2
-1.625
-1
-0.625
0
0
0
-0.375
-1
-1.375
-2
-2
-2.375
-2.625
-2
-2.375
-3.375
-4
-4
-4
-4
-3.25
-1.25
0.75
2.75
4.375
5.375
6.375
7.375
8
7.625
6.625
5.625
5
5
5
5
4.625
3.25
1.625
1
0.892857143
0.607142857
0.321428571
0.178571429
1.375
2.375
4.125
6.375
7.75
9
9
9
8.625
7.25
5.625
5
4.625
4
4
4
3.625
3
3
3
3
3
3
3
3
3
3.375
4.375
5.75
7.375
8
8.375
9
8.625
7.625
7
7
6.625
5.625
5
5
5
4.625
3.625
3
3
3
3.375
4.375
5.75
7.375
8.375
9.375
10.375
11
11
11
10.625
9.25
7.625
7
7
7
7
7
7
6.625
6
6
6
6
6
6.375
7.75
9.375
10.75
12.375
13.375
14.375
15
14.625
13.625
12.625
11.625
11
11
10.625
10
10
10
10
10
10.375
11.375
12
12
12.75
14.375
15
15.75
17.375
18.375
18.625
17.625
17
16.625
16
16
15.625
15
15
15
15
15
15
15
14.625
14
13.625
13.375
14
14
14.375
15.375
16.375
17.75
19.75
20.625
19.625
18.625
18
17.625
16.625
15.625
14.25
11.5
8.25
6.625
6
5.625
5
4.625
4
3.625
3
3
3
3
3.375
4
3.625
3
3
3
3
3
2.625
2
2
2
2
2
1.625
1
0.625
0
0
0
0
0.375
1
1.375
2
2.375
3
3.375
4
3.625
3
3
3
3
3
2.625
2
2
2
2
2
1.625
1
1
1
1.375
2.375
3.375
4.75
5.625
5
5.375
5.625
5
5
4.625
4
3.625
3
3
3
3
3
2.625
2
2
2
2
2.375
3.375
4.75
6.375
7.375
8
8.375
9
9
8.625
8
8
8
8
7.625
6.625
6
6
6
6
5.625
5
5
5
5
5.375
6.375
7
7.375
8
8
8.375
8.625
7.625
6.25
4.625
3.625
3
3
2.625
1.625
1
1
1
1
1
0.625
0
0
1.125
3.75
5.375
6.375
7.375
8
8.375
8.625
7.625
6.625
6
6
6
6
6
6.375
7.375
8
8.375
9
9
9
9
9
9
9
9
9
9
9
9
8.625
8.375
9
9
9
8.625
8
8
8
8
8
8
7.625
6.625
6
6
5.625
5.375
6
6.375
7.75
9.375
10.375
11
11
10.625
9.625
9
8.625
8
7.625
6.625
6
5.625
4.625
4.375
5
4.25
3
3
3.375
5.125
7.75
9.375
10.375
11.375
12
12
12
11.625
10.625
9.625
9
8.625
8
8
8.375
9
9
9
9
9
9
9
9.375
10.375
11
11.375
12
12.375
13
12.625
12
12
12
11.625
11
11
11
11
10.625
10
10
9.625
9
9
9
9
9
9
9
9
9
9
9
9.375
10
10
9.625
9
8.625
8
8
8
8
8
7.625
7
7
7
7
6.625
6
6
6
6
6.375
7.375
8
8
8
8
7.625
7
7
6.625
6
5.625
5
5
5
5
5
5
5
5
5
5.375
6
6
6
6.375
7
6.625
6
5.625
5
5
4.625
4
4
4.375
5
5
5
5
5
5
5
5
5
5.375
6.375
7.375
8
8
8
8
7.625
7
6.625
6
6
6
6
6
6
6
6
6
6
6
6
6
6.375
7
7
7
7.375
8
8
8
8
8
7.625
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7.375
8
8
8.375
9
9
9
9
9
8.625
8.375
9
9
9
9
8.625
8
8
8
8
8
8
8
8.375
9
9
9
9
8.625
8
7.625
7
7
7
7
7
7
7
7
7
7
7.375
8
8
8
8
8.375
9
9
9.375
10
10
10.375
11
11
11
11
11
11
11
11
11
10.625
10
10
10
10
9.625
9
9
9
9
9
9.375
10.375
11.75
14.125
16.75
18
18
17.625
16.625
16
15.625
14.625
